P_NAME,P_MASS,P_PERIOD,P_SEMI_MAJOR_AXIS,S_DISTANCE,S_MASS,S_RADIUS,S_TEMPERATURE,P_DISTANCE,P_FLUX,P_TEMP_EQUIL,S_LUMINOSITY,P_HABZONE_OPT,P_HABZONE_CON,P_HABITABLE,P_ESI
HD 89307 b,670.61709,2166,3.27,32.04,1.27,1.1,5955,3.3354,0.13012776,151.85315,1.3633303,0,0,0,0.18370945
HD 89345 b,34.96108,11.8143,0.1066,132.8,1.16,1.75,5576,0.10917972,239.28429,992.77139,2.6525025,0,0,0,0.11573175
HD 89744 b,2653.8638,256.78,0.917,38.68,1.86,,6291,1.1271438,9.8191448,404.11183,6.0768726,0,0,0,0.16608103
HD 90156 b,18.116196,49.77,0.25,21.96,0.84,,5599,0.2620125,11.273776,458.14107,0.66989942,0,0,0,0.2578814
HD 9174 b,352.78908,1179,2.2,81.68,1.03,1.67,5577,2.21584,0.50307004,213.97953,2.4172645,1,1,0,0.34587394
HD 92788 b,1195.0333,325.803,0.97,34.69,1.15,1.14,5744,1.0294125,1.4380999,272.30677,1.2675237,1,0,0,0.38082317
HD 92788 c,1166.4288,11611.298,10.5,34.69,1.15,1.14,5744,11.6109,0.012948044,82.25991,1.2675237,0,0,0,0.082329679
HD 92987 b,5364.9367,10354.837,9.62,43.59,1.08,1.58,5770,9.832121,0.027399945,102.7833,2.4791687,0,0,0,0.10131964
HD 93083 b,117.59636,143.58,0.477,28.54,0.7,,4995,0.4816746,2.6048939,322.46532,0.58685182,0,0,0,0.31457012
HD 9446 b,222.4796,30.052,0.189,50.42,1,1,5793,0.19278,28.829927,585.85778,1.0090269,0,0,0,0.099646756
HD 9446 c,578.44697,192.9,0.654,50.42,1,1,5793,0.6551772,2.3633628,315.67042,1.0090269,0,0,0,0.32695842
HD 94834 b,400.46328,1576,2.74,98.43,1.11,4.2,4798,2.766852,1.1267444,261.51215,8.3758367,1,0,0,0.38812324
HD 95086 b,1589.14,,55.7,86.44,1.6,,,55.7,,,,0,0,0,
HD 95089 b,400.46328,464.4,1.36,137.46,1.54,5.08,4918,1.3696295,7.3652816,418.58354,13.526024,0,0,0,0.18629589
HD 95089 c,1096.5066,1785,3.33,137.46,1.54,5.08,4918,3.4642922,1.2721628,266.36514,13.526024,1,0,0,0.38775833
HD 95127 b,3378.5117,482,1.28,689.75,3.7,41.01,4218,1.287744,292.89911,1051.56,476.97376,0,0,0,0.075247506
HD 95872 b,1188.6767,4375,5.15,72.37,0.7,0.84,5312,5.15927,0.019012891,94.539507,0.50336091,0,0,0,0.088604081
HD 96063 b,403.64156,362.5,1.11,140.62,1.37,4.75,5020,1.1260395,10.573355,456.89408,12.837804,0,0,0,0.15460061
HD 96127 b,6661.6749,647.29999,1.42,597.42,10.94,51.1,3943,1.4839,293.99515,1036.5884,565.50644,0,0,0,0.077152609
HD 96167 b,227.88268,498.04,1.332,85.51,1.27,1.94,5733,1.6445039,2.8180987,294.75772,3.6426704,0,0,0,0.30093322
HD 97658 b,9.5348401,9.4909,,21.58,0.89,0.74,5175,0.084519876,49.524602,675.39298,0.35187912,0,0,0,0.26332394
HD 98219 b,624.2142,433.8,1.26,114.07,1.41,4.6,4925,1.2639318,7.0477034,414.61713,11.153964,0,0,0,0.19202898
HD 98649 b,2158.0521,6022.9725,6.57,42.22,1.03,1.01,5790,8.999586,0.046633114,94.15874,1.0271779,0,0,0,0.1173282
HD 98736 b,740.53925,968.8,1.864,32.48,0.92,0.93,5271,1.9116028,0.17673358,163.57727,0.59817273,0,0,0,0.21619639
HD 99109 b,139.84432,439.29999,1.11,54.88,0.76,0.98,5282,1.1144955,0.54582633,218.64859,0.66978341,1,1,0,0.3513205
HD 99492 b,22.24796,17.0431,0.12,18.21,0.48,0.83,4815,0.12375,23.794789,555.95076,0.33176456,0,0,0,0.19645114
HD 99706 b,390.92844,841,1.98,147.21,1.46,5.52,4862,2.041875,4.0189315,356.40477,15.255506,0,0,0,0.25592989
HD 99706 c,1808.4413,1278,,147.21,1.46,5.52,4862,2.8348377,2.448931,307.98981,15.255506,0,0,0,0.32665405
HIP 105854 b,2606.1896,184.2,0.81,78.8,2.1,,4780,0.810162,47.025797,667.10835,30.847454,0,0,0,0.09307773
HIP 107773 b,629.29945,144.3,0.72,103.63,2.42,11.6,4945,0.722916,139.62747,874.43147,72.089134,0,0,0,0.074638458
HIP 109384 b,495.81168,499.48,1.134,56.2,0.78,,5180,1.3048944,0.4757316,198.18524,0.51133096,1,1,0,0.34069329
HIP 109600 b,851.77905,232.08,0.706,58.6,0.87,,5530,0.71537886,1.4386205,277.61524,0.70747032,1,0,0,0.37943756
HIP 116454 b,12.71312,9.1205,,62.56,0.81,0.72,5089,0.081211432,50.154954,672.83686,0.31151821,0,0,0,0.25761765
HIP 12961 b,114.41808,57.435,0.25,23.39,0.69,0.65,3901,0.2536125,1.4233351,276.75095,0.087663572,1,0,0,0.38018968
HIP 14810 b,1239.5292,6.673892,0.0696,50.55,1.01,1.07,5544,0.070321513,202.15295,956.8892,0.96905648,0,0,0,0.074118583
HIP 14810 c,416.35468,147.747,0.549,50.55,1.01,1.07,5544,0.55573172,3.2553374,340.62455,0.96905648,0,0,0,0.28384358
HIP 14810 d,187.51852,981.8,1.94,50.55,1.01,1.07,5544,1.9731983,0.26200384,181.0897,0.96905648,0,0,0,0.26025046
HIP 35173 b,12.700407,41.516,0.217,33.19,0.79,,4881,0.2197776,,,,0,0,0,
HIP 41378 b,,15.572098,,106.61,1.17,1.34,6226,0.128569,146.23865,885.95253,2.4173231,0,0,0,0.006768491
HIP 41378 c,,31.70648,,106.61,1.17,1.34,6226,0.2065397,56.666661,698.99942,2.4173231,0,0,0,0.017188062
HIP 41378 d,,1114,,106.61,1.17,1.34,6226,2.2156187,0.4924302,213.41802,2.4173231,1,1,0,0.25311802
HIP 41378 e,,,,106.61,1.17,1.34,6226,,,,2.4173231,0,0,0,
HIP 41378 f,,1084,,106.61,1.17,1.34,6226,2.1756602,0.51068436,215.36893,2.4173231,1,1,0,0.25672572
HIP 5158 b,305.11488,345.72,0.89,51.68,0.43,0.75,4813,1.010328,0.39971661,191.21702,0.2704423,1,1,0,0.31743996
HIP 5158 c,4780.1332,9017.76,7.7,51.68,0.43,0.75,4813,7.77546,0.004606717,66.127696,0.2704423,0,0,0,0.077494171
HIP 54373 b,8.6194954,7.76,0.063,18.73,0.57,,4021,0.06426,,,,0,0,0,
HIP 54373 c,12.439788,15.144,0.099,18.73,0.57,,4021,0.10098,,,,0,0,0,
HIP 57274 b,6.3565601,8.1352,0.07,25.88,0.29,0.78,4510,0.0712635,46.87831,662.06779,0.22551946,0,0,0,0.26242461
HIP 57274 c,129.99801,32.03,0.178,25.88,0.29,0.78,4510,0.1782225,7.126685,416.06672,0.22551946,0,0,0,0.18677761
HIP 57274 d,167.40001,431.7,1.01,25.88,0.29,0.78,4510,1.0468145,0.22960322,173.88489,0.22551946,0,0,0,0.2429949
HIP 63242 b,2917.6611,124.6,0.565,157.16,1.54,,4830,0.57994425,195.12049,942.56985,60.617453,0,0,0,0.076658517
HIP 65407 b,136.03039,28.125,0.177,55.5,0.93,,5460,0.1787346,22.125535,550.50207,0.68634419,0,0,0,0.10836744
HIP 65407 c,249.17715,67.3,0.316,55.5,0.93,,5460,0.3182752,6.9233685,412.13973,0.68634419,0,0,0,0.19108999
HIP 65426 b,2860.452,,92,111.4,1.96,1.77,8840,92,0.002025203,54.045813,17.141319,0,0,0,0.056600465
HIP 65891 b,1906.968,1084.5,2.81,136.05,2.5,8.93,5000,2.8337445,5.7037449,392.46309,44.655153,0,0,0,0.21830815
HIP 67537 b,3527.8908,2556.5,4.91,112.6,2.41,8.69,4985,5.7645855,2.1465222,285.33772,41.781964,1,0,0,0.34569819
HIP 67851 b,438.60264,88.9,0.46,65.96,1.63,5.92,4890,0.460575,84.956259,773.10759,17.954259,0,0,0,0.078490591
HIP 67851 c,1900.6115,2131.8,3.82,65.96,1.63,5.92,4890,3.875199,1.2485582,267.83328,17.954259,1,0,0,0.39089745
HIP 70849 b,2860.452,17337.5,20.25,24.07,0.63,,4105,25.426153,,,,0,0,0,
HIP 71135 b,18.799526,87.19,0.335,32.36,0.66,,4146,0.34238675,,,,0,0,0,
HIP 74890 b,762.78721,822.3,2.1,91.49,1.74,5.77,4850,2.105145,3.7517619,354.24514,16.504685,0,0,0,0.26709595
HIP 78530 b,7310.0441,,740,156.7,2.5,,10500,740,,,,0,0,0,
HIP 79098 AB b,6515.4741,,345,146.3,3.75,,,345,,,,0,0,0,
HIP 79431 b,667.43881,111.7,0.36,14.54,0.42,0.54,3368,0.375138,0.2710413,180.84188,0.033617429,1,1,0,0.26884722
HIP 8541 b,1748.054,1560.2,2.8,168.63,1.17,7.83,4670,2.83584,3.3759421,343.66567,26.126407,0,0,0,0.28395463
HIP 91258 b,346.43252,5.0505,0.06,45.95,0.97,0.89,5519,0.060012,182.93408,936.88435,0.65843095,0,0,0,0.071289786
HIP 97233 b,6356.5601,1058.8,2.55,102.58,1.93,5.34,5020,3.0244275,3.1489113,311.96914,16.225049,0,0,0,0.29801341
HN Peg b,6991.8029,,773,18.13,1.1,1.04,5974,773,2.07E-06,9.6584895,1.2342871,0,0,0,0.074924735
HR 2562 b,9534.8401,,20.3,34.04,1.3,,,20.3,,,,0,0,0,
HR 810 b,721.46957,302.79999,0.92,17.33,1.34,1.13,6167,0.929016,1.9745313,300.88568,1.6547841,0,0,0,0.34929904
HR 858 b,,3.58599,0.048,31.99,1.15,1.31,6201,0.05016,1034.3678,1419.6786,2.2734121,0,0,0,0.25172086
HR 858 c,,5.97293,0.0674,31.99,1.15,1.31,6201,0.06861657,509.73256,1202.2508,2.2734121,0,0,0,0.26030067
HR 858 d,,11.23,0.1027,31.99,1.15,1.31,6201,0.10672584,224.52569,971.30416,2.2734121,0,0,0,0.25246562
HR 8799 b,2224.796,170000,68,39.4,,,7400,68,,,,0,0,0,
HR 8799 c,3178.28,69000,38,39.4,,,7400,38,,,,0,0,0,
HR 8799 d,3178.28,37000,24,39.4,,,7400,24,,,,0,0,0,
HR 8799 e,3178.28,,16.4,39.4,,,7400,16.5845,,,,0,0,0,
IC 4651 9122 b,2002.3164,734,2.038,879.38,2.1,,,2.0710156,,,,0,0,0,
K2-10 b,26.999489,19.3044,,274.48,0.92,0.98,5620,0.14352417,48.143734,658.59256,0.85839279,0,0,0,0.20467836
K2-100 b,,1.673833,0.0296,190.04,1.23,1.22,6168,0.0296,2202.9384,1745.4021,1.9301265,0,0,0,0.18873969
K2-101 b,,14.677286,,189.33,0.8,0.73,4819,0.10942993,21.827518,549.63987,0.25749101,0,0,0,0.3133867
K2-102 b,,9.915615,,189.17,0.77,0.71,4695,0.083186394,32.192719,605.71252,0.21945614,0,0,0,0.32911591
K2-104 b,,1.974238,0.023,190.21,0.43,0.49,3546.46,0.02309315,64.590917,721.15052,0.034029931,0,0,0,0.27702315
K2-105 b,,8.267704,0.0796,199.28,0.99,0.91,5464,0.0796,104.37297,814.31404,0.66132386,0,0,0,0.2072188
K2-107 b,,3.313959,0.0475,696.95,1.3,1.81,6061,0.0475,1755.641,1649.126,3.961165,0,0,0,0.057637765
K2-108 b,,4.733999,0.0581,484.99,1.17,1.76,5599,0.0581,807.98554,1358.3003,2.7274441,0,0,0,0.14460979
K2-11 b,,39.93767,0.2257,332.46,1.35,5.15,5433,0.2257,406.44221,1143.9173,20.704365,0,0,0,0.11193462
K2-110 b,,13.86387,0.1027,116.84,0.75,0.71,4950,0.1027,25.709004,573.67539,0.27116032,0,0,0,0.27636471
K2-111 b,8.6004258,5.35117,0.0621,201.51,0.88,1.23,5730,0.0621,378.90833,1124.0314,1.4612259,0,0,0,0.26289272
K2-113 b,,5.817685,0.0642,649.75,1.04,1.24,5660,0.0642,343.02651,1096.4197,1.4138318,0,0,0,0.076103864
K2-114 b,,11.391013,0.0954,484.8,0.89,0.84,5044,0.0954,44.962534,659.71689,0.40921122,0,0,0,0.10514681
K2-115 b,,20.272615,0.143,418.58,0.95,0.88,5657,0.143,34.747745,618.5525,0.71055665,0,0,0,0.10321497
K2-116 b,,4.655411,0.048,49.46,0.69,0.67,4348.35,0.0480864,62.52258,715.91344,0.1437925,0,0,0,0.3034387
K2-117 b,,1.2916,0.0189,101.95,0.54,0.51,3778,0.0189,132.90864,865.03407,0.047476294,0,0,0,0.26319595
K2-117 c,,5.444017,0.0492,101.95,0.54,0.51,3778,0.0492,19.613116,536.14414,0.047476294,0,0,0,0.31598612
K2-118 b,,50.92092,0.245,324.7,0.76,0.73,4726.29,0.2499,4.0508676,358.68922,0.23824063,0,0,0,0.47333689
K2-119 b,,7.727283,0.0698,369.66,0.76,0.71,4740,0.0698,46.795907,666.34152,0.22799153,0,0,0,0.25622496
K2-12 b,,8.28212,0.0802,329.36,1.01,1.01,5800,0.0802,160.80318,907.23243,1.0342925,0,0,0,0.24660991
K2-120 b,,9.562742,0.078,289.54,0.69,0.67,4349.9,0.0787644,23.903665,561.2439,0.14399763,0,0,0,0.30793134
K2-121 b,,5.185761,0.0525,170.37,0.72,0.68,4551,0.0525,64.478542,721.93602,0.17771898,0,0,0,0.12690273
K2-122 b,,2.219282,0.0285,72.19,0.62,0.6,4027,0.0285,104.43064,814.4265,0.084823788,0,0,0,0.30304144
K2-123 b,,30.951524,0.1649,162.36,0.62,0.59,4035,0.1649,3.0403635,336.41573,0.082673596,0,0,0,0.51326925
K2-124 b,,6.413651,0.049,140.4,0.39,0.39,3570,0.049,9.2193131,443.93517,0.022135571,0,0,0,0.33491963
K2-125 b,,21.750264,0.121,124.6,0.49,0.4,3654.47,0.1213872,1.7519822,292.75529,0.025568558,0,0,0,0.67474144
K2-126 b,,7.385655,0.0656,103.29,0.69,0.65,4339,0.0656,31.179294,602.02078,0.13417573,0,0,0,0.29762375
K2-127 b,,3.588163,0.0411,723.97,0.72,0.66,4575,0.0411,101.21789,808.08906,0.17097827,0,0,0,0.11116518
K2-128 b,,5.675819,0.056,115.01,0.71,0.78,4469.51,0.0574812,71.276035,732.78017,0.21752917,0,0,0,0.30143749
K2-129 b,,8.239493,0.057,27.82,0.36,0.36,3459.09,0.05748165,5.160509,382.76474,0.016624213,0,0,0,0.52222746
K2-13 b,,39.91488,0.2114,345.76,0.8,0.78,5698,0.2114,12.857534,482.43002,0.57460266,0,0,0,0.3566964
K2-130 b,,2.49412,0.032,118.41,0.7,0.74,4356.47,0.0324624,175.1294,921.72656,0.17672215,0,0,0,0.29634804
K2-131 b,,0.36931,0.0095,153.7,0.84,0.75,5245,0.0095,4226.16,2054.1464,0.38141094,0,0,0,0.26964828
K2-132 b,155.73572,9.1751,,620.41,1.08,3.85,4840,0.087981497,941.47514,1411.2278,7.2877179,0,0,0,0.063143798
K2-133 b,,3.07133,0.03194,75.2,0.46,0.46,3655,0.03194,33.165306,611.3866,0.033834038,0,0,0,0.32619918
K2-133 c,,4.86784,0.04341,75.2,0.46,0.46,3655,0.04341,17.954539,524.43114,0.033834038,0,0,0,0.34663533
K2-133 d,,11.02454,0.07487,75.2,0.46,0.46,3655,0.07487,6.0358463,399.32771,0.033834038,0,0,0,0.44126344
K2-133 e,,26.5841,0.1346,75.2,0.46,0.46,3655,0.1346,1.8675134,297.82479,0.033834038,0,0,0,0.71495376
K2-136 b,,7.975292,,59.35,0.74,0.66,4499,0.070998731,32.19985,605.74606,0.15989706,0,0,0,0.33547279
K2-136 c,,17.307137,,59.35,0.74,0.66,4499,0.11941476,11.500968,467.6731,0.15989706,0,0,0,0.31267479
K2-136 d,,25.575065,,59.35,0.74,0.66,4499,0.1551315,6.8424174,410.52338,0.15989706,0,0,0,0.45766781
K2-137 b,158.914,0.179715,0.0058,99.15,0.46,0.44,3492,0.0058,766.71675,1340.6137,0.025792352,0,0,0,0.29343151
K2-138 b,,2.35322,0.0338,183,0.93,0.86,5378,0.036544712,530.17511,1183.0826,0.55433046,0,0,0,0.27833739
K2-138 c,,3.55987,0.04454,183,0.93,0.86,5378,0.046491208,292.53611,1035.8006,0.55433046,0,0,0,0.23410184
K2-138 d,,5.40478,0.05883,183,0.93,0.86,5378,0.062392274,170.84501,899.26689,0.55433046,0,0,0,0.23119236
K2-138 e,,8.26144,0.07807,183,0.93,0.86,5378,0.081943248,95.827955,781.76706,0.55433046,0,0,0,0.2111009
K2-138 f,,12.75759,0.1043,183,0.93,0.86,5378,0.11120967,54.709706,674.86031,0.55433046,0,0,0,0.23984843
K2-139 b,,28.380619,0.1796,154.6,0.96,0.88,5370,0.1796,17.88704,523.93755,0.57696721,0,0,0,0.15057923
K2-14 b,,8.36802,0.0627,367.72,0.47,0.45,3789,0.0627,9.5121133,447.41873,0.037394876,0,0,0,0.263236
K2-140 b,,6.56918,0.0687,341.6,1,0.99,5705,0.0687,197.09162,954.57916,0.93021134,0,0,0,0.077813671
K2-141 b,5.0788915,0.2803244,,61.98,0.71,0.68,4599,0.007476579,3315.5401,1933.2298,0.18533614,0,0,0,0.27871225
K2-141 c,7.3990359,7.7485,,61.98,0.71,0.68,4599,0.068350353,39.671496,639.38811,0.18533614,0,0,0,0.14374756
K2-146 b,5.7717565,2.6446,,79.31,0.33,0.33,3385,0.026072706,19.320579,532.45783,0.012810062,0,0,0,0.31751544
K2-146 c,7.4943843,4.00498,,79.31,0.33,0.33,3385,0.034195385,11.047922,463.98709,0.012810062,0,0,0,0.35420005
K2-147 b,,0.961917,0.0159,88,0.58,0.55,3672,0.0159,194.90836,951.92455,0.049274782,0,0,0,0.291111
K2-148 b,,4.38395,0.0454,121,0.65,0.63,4079,0.0454,47.760939,669.75062,0.098442938,0,0,0,0.31438839
K2-148 c,,6.9226,0.0616,121,0.65,0.63,4079,0.0616,25.943176,574.97729,0.098442938,0,0,0,0.31881468
K2-148 d,,9.7579,0.0774,121,0.65,0.63,4079,0.0774,16.432462,512.94473,0.098442938,0,0,0,0.35115072
K2-149 b,,11.332,0.083,118,0.59,0.57,3745,0.083,8.3116924,432.58084,0.057259249,0,0,0,0.41910857
K2-15 b,,11.8104,0.091,501.03,0.72,0.68,5131,0.091,34.67622,618.23394,0.28715378,0,0,0,0.26804078
K2-150 b,,10.59357,0.0727,110,0.46,0.44,3499,0.0727,4.9192733,379.41994,0.025999786,0,0,0,0.47615343
K2-151 b,,3.835476,0.0373,69.61,0.47,0.45,3695,0.0373,24.308255,565.69632,0.033819832,0,0,0,0.33402811
K2-152 b,,32.6479,0.1716,108.7,0.63,0.61,4044,0.1716,3.0280172,336.07367,0.08916469,0,0,0,0.54901654
K2-153 b,,7.51574,0.0614,143.6,0.55,0.53,3845,0.0614,14.591133,497.92871,0.055007988,0,0,0,0.34033121
K2-154 b,,3.67626,0.0405,129.8,0.65,0.63,4097,0.0405,61.08345,712.23908,0.10019213,0,0,0,0.2764549
K2-154 c,,7.95486,0.0677,129.8,0.65,0.63,4097,0.0677,21.860307,550.8825,0.10019213,0,0,0,0.30908616
K2-155 b,,6.342,0.0562,82,0.65,0.58,4258,0.0562,31.368563,602.93232,0.099075726,0,0,0,0.30625106
K2-155 c,,13.85,0.0946,82,0.65,0.58,4258,0.0946,11.070953,464.71978,0.099075726,0,0,0,0.3315287
K2-155 d,,40.718,0.1937,82,0.65,0.58,4258,0.1937,2.6406328,324.76702,0.099075726,0,0,0,0.61254915
K2-156 b,,0.81314,0.0149,150.4,0.66,0.66,4597,0.0149,785.05846,1348.5604,0.17429083,0,0,0,0.29286912
K2-157 b,,0.365257,,300.88,0.94,0.88,5456,0.009793799,6409.8679,2279.5923,0.61482488,0,0,0,0.29287171
K2-158 b,,10.06049,0.0887,198.2,0.92,0.95,5503,0.0887,94.251152,793.81002,0.74153885,0,0,0,0.23770176
K2-158 c,,5.90279,0.0622,198.2,0.92,0.95,5503,0.0622,191.66956,947.94512,0.74153885,0,0,0,0.2949347
K2-159 b,,12.42205,0.1013,171.9,0.9,0.83,5425,0.1013,52.098463,684.46483,0.53461828,0,0,0,0.26647619
K2-16 b,,7.6188,0.0667,338.19,0.67,,,0.0667,,,,0,0,0,
K2-16 c,,19.07863,0.1229,338.19,0.67,,,0.1229,,,,0,0,0,
K2-160 b,,3.705871,,318.19,0.98,0.91,5649,0.046542007,348.7928,1100.9987,0.75554047,0,0,0,0.20595139
K2-161 b,,9.283188,,941.09,0.99,2.57,4972,0.086136269,487.4244,1197.076,3.6164243,0,0,0,0.13138876
K2-162 b,,9.45889,0.0795,125.1,0.75,0.69,4842,0.0795,37.098104,628.75701,0.23446929,0,0,0,0.31821441
K2-163 b,,6.673117,,209.67,0.83,0.76,4937,0.065176056,72.375601,743.09263,0.30744564,0,0,0,0.24994759
K2-164 b,,17.355066,,379.64,1.18,2.2,5791,0.13859719,253.8864,1016.9621,4.8769496,0,0,0,0.20477972
K2-165 b,,2.354992,,135.1,0.83,0.8,5185,0.032548317,391.20698,1133.0434,0.41444191,0,0,0,0.29122831
K2-165 c,,4.382745,,135.1,0.83,0.8,5185,0.049245481,170.89561,921.14422,0.41444191,0,0,0,0.28429216
K2-165 d,,14.101361,,135.1,0.83,0.8,5185,0.10732715,35.978615,623.95895,0.41444191,0,0,0,0.25888423
K2-166 b,,8.52695,0.0858,481,1.07,,,0.0858,,,,0,0,0,
K2-167 b,,9.977481,,81.08,1.02,1.83,5908,0.091283067,438.70474,1165.9717,3.6555504,0,0,0,0.21943588
K2-168 b,,15.8523,,245.56,0.88,0.83,5502.7,0.11832195,40.421978,642.39078,0.56591105,0,0,0,0.29419878
K2-169 b,,6.380803,,237.35,0.99,0.92,5548,0.06708697,159.63707,905.58318,0.71847244,0,0,0,0.29638736
K2-17 b,,17.96753,0.119,125.56,0.71,0.66,4320,0.119,9.5988141,448.4348,0.13592881,0,0,0,0.36622763
K2-170 b,,7.576544,,397.26,0.96,0.98,5748,0.074458463,169.42586,919.15729,0.9393076,0,0,0,0.29034378
K2-170 c,,12.400047,,397.26,0.96,0.98,5748,0.10340674,87.843598,779.96019,0.9393076,0,0,0,0.27964665
K2-171 b,,5.628466,,616.41,0.89,1.72,5250,0.059552444,567.78456,1243.6289,2.0136443,0,0,0,0.22450254
K2-172 b,,14.316941,,251.51,0.93,0.87,5569,0.11260838,51.439249,682.28931,0.65228294,0,0,0,0.29708261
K2-172 c,,29.62682,,251.51,0.93,0.87,5569,0.18286359,19.506598,535.4147,0.65228294,0,0,0,0.26191177
K2-173 b,,5.868699,,230.14,0.88,0.84,5580,0.06100494,164.68499,912.65873,0.61289209,0,0,0,0.28247928
K2-174 b,,19.562307,0.126,100.1,0.7,0.68,4455,0.126,10.279127,456.17761,0.16319141,0,0,0,0.33877609
K2-175 b,,9.525988,,249.01,1.09,1.42,5909,0.090488158,268.99103,1031.7616,2.2025273,0,0,0,0.25760249
K2-176 b,,5.329439,,249.01,0.94,0.86,5428,0.058479884,168.20229,917.49326,0.57523447,0,0,0,0.28748943
K2-177 b,,14.155185,,499.02,1.21,1.21,6063,0.12200615,119.08203,841.60143,1.7725956,0,0,0,0.25985267
K2-178 b,,8.747818,,216.08,0.95,0.89,5525,0.081661481,99.166112,803.96239,0.66129888,0,0,0,0.20158161
K2-179 b,,5.172191,,191.84,0.82,0.77,5015,0.054772665,112.00208,828.80323,0.33601127,0,0,0,0.2416688
K2-18 b,8.921432,32.939623,0.1429,38.07,0.36,0.41,3457,0.145758,1.0751122,257.45111,0.021510667,1,0,2,0.71198647
K2-18 c,7.5102757,8.962,0.06,38.07,0.36,0.41,3457,0.066627,6.7694717,392.50507,0.021510667,0,0,0,0.3852748
K2-180 b,,8.867209,0.0753,204.51,0.72,0.72,5358,0.0753,67.510997,730.27854,0.38279343,0,0,0,0.25871913
K2-181 b,,6.894256,0.0706,364.82,0.99,1.07,5608,0.0706,203.55361,962.30915,1.0145845,0,0,0,0.22229883
K2-182 b,,4.736837,0.0529,155.9,0.88,0.8,5165,0.0529,145.82721,885.32872,0.40808433,0,0,0,0.22807504
K2-183 b,,0.469269,,331.77,0.93,0.97,5519,0.011533251,5879.9031,2230.9378,0.78212054,0,0,0,0.22638849
K2-183 c,,10.792635,0.0932,331.77,0.93,0.97,5519,0.0932,90.041323,784.79346,0.78212054,0,0,0,0.22863701
K2-183 d,,22.631964,0.1527,331.77,0.93,0.97,5519,0.1527,33.542515,613.11764,0.78212054,0,0,0,0.25181568
K2-184 b,,16.995731,0.1229,75.79,0.86,0.78,5220,0.1229,26.795144,579.64078,0.40472484,0,0,0,0.32643199
K2-185 b,,10.616646,,270.41,0.98,0.91,5722,0.093880734,90.242245,785.2309,0.79535835,0,0,0,0.3018565
K2-186 b,,41.474219,,333.84,1.02,0.98,5784,0.23599082,17.292736,519.53025,0.96306131,0,0,0,0.27048728
K2-187 b,,0.77392,0.0164,333.51,0.98,0.92,5484,0.0164,2550.1539,1810.4499,0.68588939,0,0,0,0.28744073
K2-187 c,,2.872042,0.0392,333.51,0.98,0.92,5484,0.0392,446.35659,1171.0229,0.68588939,0,0,0,0.26739756
K2-187 d,,7.14921,0.072,333.51,0.98,0.92,5484,0.072,132.30891,864.05658,0.68588939,0,0,0,0.21218355
K2-187 e,,13.609878,0.1106,333.51,0.98,0.92,5484,0.1106,56.071714,697.15744,0.68588939,0,0,0,0.25927772
K2-188 b,,1.742169,0.0289,452.9,1.06,1.19,5977,0.0289,1938.7415,1690.5378,1.6192563,0,0,0,0.28599543
K2-188 c,,7.810253,0.0785,452.9,1.06,1.19,5977,0.0785,262.7703,1025.744,1.6192563,0,0,0,0.22136986
K2-189 b,,2.588309,0.0361,243.93,0.94,0.87,5519,0.0361,482.78562,1194.2177,0.62917105,0,0,0,0.28065217
K2-189 c,,6.679195,0.068,243.93,0.94,0.87,5519,0.068,136.0664,870.12698,0.62917105,0,0,0,0.2401712
K2-19 b,,7.9194,0.074,292.14,0.93,0.86,5430,0.074,105.20138,815.92505,0.57608274,0,0,0,0.11749348
K2-19 c,,11.90715,0.0971,292.14,0.93,0.86,5430,0.0971,61.100731,712.28945,0.57608274,0,0,0,0.17207804
K2-19 d,,2.50856,0.0344,292.14,0.93,0.86,5430,0.0344,486.81952,1196.7044,0.57608274,0,0,0,0.29420463
K2-190 b,,10.098858,,161.42,0.9,0.91,5631,0.088261622,95.756823,796.9615,0.74595656,0,0,0,0.29929913
K2-190 c,,21.574023,,161.42,0.9,0.91,5631,0.14640115,34.803631,618.80106,0.74595656,0,0,0,0.33156659
K2-191 b,,2.858646,,289.57,0.9,0.84,5176,0.038050816,313.39809,1071.9363,0.45375799,0,0,0,0.27960498
K2-192 b,,4.162817,0.049,223.99,0.9,0.81,5222,0.049,182.05977,935.83311,0.43712551,0,0,0,0.28535246
K2-193 b,,14.786889,0.1184,416.91,1.01,0.98,5817,0.1184,70.280307,737.65505,0.9852287,0,0,0,0.19394745
K2-194 b,,39.721386,,640.65,1.11,1.28,5979,0.2358487,33.725299,613.95121,1.8759567,0,0,0,0.22147816
K2-195 b,,15.852975,0.1208,317.83,0.94,0.99,5713,0.1208,64.103547,720.88406,0.93543999,0,0,0,0.22372758
K2-195 c,,28.482786,,317.83,0.94,0.99,5713,0.17876143,29.27307,592.60045,0.93543999,0,0,0,0.26966397
K2-196 b,,48.324222,,594.09,1.16,1.54,6045,0.27275464,38.13915,633.12237,2.8373657,0,0,0,0.21906708
K2-197 b,,8.357881,0.0806,249.59,1,0.93,5667,0.0806,123.02612,848.48513,0.79922193,0,0,0,0.23860001
K2-198 b,,17.042868,,110.91,0.8,0.76,5212.9,0.12029143,26.409735,577.54512,0.3821496,0,0,0,0.21342229
K2-198 c,,3.3596055,,110.91,0.8,0.76,5212.9,0.040744132,230.19891,992.36338,0.3821496,0,0,0,0.28819577
